id,Rings
90615,13.428801924706864
90616,11.125744847044862
90617,9.26567978036281
90618,9.887583038869993
90619,5.388793441005773
90620,9.093431795619919
90621,13.590621957135726
90622,4.523975576593229
90623,6.267572950748262
90624,16.710578215029223
90625,11.346428286790868
90626,4.501838341204213
90627,7.193057473631056
90628,10.411089292836026
90629,5.3481088868811035
90630,5.16521496838452
90631,22.150203707904634
90632,4.322083557683112
90633,14.299325960855825
90634,9.3797813476005
90635,4.422644305930297
90636,4.985420371200638
90637,10.376190882456022
90638,8.475431270883595
90639,11.254688957592304
90640,8.953027288112633
90641,5.918508820538243
90642,9.416807601338132
90643,4.3718216298738435
90644,12.842372312521457
90645,15.427795944768924
90646,8.18618742201383
90647,8.204587514952
90648,16.348246361609473
90649,10.125410641392321
90650,13.283580698157664
90651,9.951095881325461
90652,6.710045015062649
90653,27.39289205440174
90654,4.525758126379788
90655,6.488571339409329
90656,7.219862923710259
90657,6.009587682210004
90658,4.722165689179822
90659,7.9968583019858475
90660,5.200724345828814
90661,6.782641522150904
90662,5.247608849341997
90663,12.706355468528736
90664,5.73818398525719
90665,9.57015803137239
90666,9.465463008825058
90667,4.295118324903301
90668,15.770873581383096
90669,6.240570725298125
90670,8.172399952173727
90671,8.365074178257487
90672,8.919572282957244
90673,19.081069052788237
90674,5.483438836362148
90675,4.263686782657982
90676,8.97840528102721
90677,8.247307092899728
90678,4.129534299599116
90679,8.227198878816948
90680,7.892375868593252
90681,8.894552127308383
90682,25.88813182686887
90683,12.428051875611189
90684,13.30268948273159
90685,8.527984652830408
90686,4.857918181069474
90687,11.37958992159785
90688,7.695346930920104
90689,10.357067978645809
90690,18.89666384017784
90691,5.798211187493104
90692,16.751279615147958
90693,8.407219282954475
90694,10.832682280718323
90695,9.024408635505512
90696,10.747684913840114
90697,5.305590574647649
90698,9.007729906657934
90699,4.237407047556812
90700,9.21962143784785
90701,10.90992102177534
90702,10.518637097368943
90703,32.64326474575307
90704,4.197541799604541
90705,18.92693284464861
90706,15.588575706931392
90707,4.450281966427638
90708,7.613687477466033
90709,10.09070430529749
90710,8.933843742111314
90711,11.963044626907251
90712,9.577522626140986
90713,16.049005896853643
90714,5.11021147213145
90715,7.105241563998026
90716,5.298948756284561
90717,10.509543379343762
90718,4.072919663582717
90719,4.288534607826044
90720,10.353208409178285
90721,8.174827961976876
90722,6.955448293630678
90723,5.850858621248505
90724,10.9631516144559
90725,4.61409111201776
90726,5.658443355863224
90727,6.714430272666667
90728,9.403137314009864
90729,10.680203084591295
90730,9.664391672557679
90731,4.294539345465427
90732,5.964891324586282
90733,10.116208229732111
90734,11.75598021000561
90735,6.247329544662731
90736,5.734511890633441
90737,4.361472998539026
90738,5.242184227152177
90739,13.407135338929688
90740,10.398265039646216
90741,4.3116292272136185
90742,10.926543256239391
90743,20.928169138744224
90744,5.191681368005556
90745,5.401430762062789
90746,6.25765942836288
90747,4.0451904239326435
90748,14.815885679860168
90749,12.098925379444818
90750,4.028053446313243
90751,5.0957960356501255
90752,6.945150568047624
90753,5.577286164593645
90754,9.297050389858478
90755,7.48031338665437
90756,10.238985552243774
90757,12.505416446898892
90758,8.943668240099226
90759,5.6112304518993
90760,5.623187083989552
90761,9.553546988348684
