id,Rings
90615,9.661677307411496
90616,9.820595353108427
90617,9.95361584810721
90618,9.928477206201826
90619,7.6091613127677205
90620,9.346406984358865
90621,11.56597013046441
90622,6.236266068257296
90623,8.031933482722772
90624,11.471086126749624
90625,11.896882901956028
90626,6.160088718999477
90627,10.225483093379044
90628,14.035754759999698
90629,7.393597163315319
90630,7.3972664161062
90631,11.52404109846034
90632,5.814078779770417
90633,9.81700405225427
90634,9.93462769988066
90635,6.214513869126484
90636,7.179717017709457
90637,9.407392643223375
90638,8.92750840566668
90639,9.718612685414614
90640,10.626726490263698
90641,8.503270539901532
90642,10.485670498117662
90643,5.583367142883474
90644,11.025781153032822
90645,10.441071572881368
90646,9.132002719943934
90647,12.676333688678985
90648,13.189328282655252
90649,12.941990231683473
90650,10.088936818656533
90651,9.212939501921463
90652,8.542634066302123
90653,12.484748008029491
90654,6.22972851227176
90655,8.10329936485229
90656,10.81912911918643
90657,8.255351505493175
90658,6.9033784748512845
90659,9.441031797479534
90660,7.170391153171484
90661,8.338405182753872
90662,7.279043748693741
90663,9.422928579412048
90664,7.615018505492577
90665,13.472204231340779
90666,9.277042480936345
90667,5.714558682882059
90668,10.2300614834599
90669,9.905009350616682
90670,9.591877860206738
90671,10.50033317689199
90672,9.160290664699604
90673,12.55089502090486
90674,7.435823121197335
90675,5.422163754972338
90676,11.801288791253986
90677,11.631468992914522
90678,4.674649024368898
90679,9.529166165689423
90680,9.691289593627936
90681,10.092119270064842
90682,15.666665797246754
90683,10.395423732858356
90684,11.525501740193693
90685,10.72793203958223
90686,7.1735418099213755
90687,10.351951350803771
90688,8.822361829698886
90689,10.972451508638027
90690,17.01853524368887
90691,8.134610598822906
90692,10.679222471514882
90693,11.738958664375588
90694,9.339467364329007
90695,8.813336448881724
90696,9.881437554966835
90697,7.47084506624752
90698,9.880585708705206
90699,5.1476884413069754
90700,10.720186883334621
90701,10.409968745488417
90702,10.187387346515962
90703,13.394078502986018
90704,4.959596234792078
90705,11.479318963207277
90706,11.526320540693389
90707,6.196536262905347
90708,8.433971816296435
90709,9.425574730269588
90710,9.837618100027356
90711,9.451647294913963
90712,9.14680644733875
90713,15.100361336342662
90714,7.227008060463607
90715,8.967926245098557
90716,7.105753085322836
90717,9.443770950598022
90718,4.26534815057763
90719,5.522366666704435
90720,10.79382345353798
90721,9.140910347839958
90722,9.507335806634266
90723,8.030048231472197
90724,9.686842040007713
90725,6.657196799984107
90726,7.6392565418233565
90727,8.717229860801488
90728,10.376346584713204
90729,10.16427242392752
90730,10.06922394609128
90731,5.826259896304351
90732,8.046778639076338
90733,11.324919619480118
90734,9.330356271914962
90735,8.053145848658787
90736,7.676961926182854
90737,5.779413475342431
90738,7.094801925700422
90739,15.481516312849244
90740,10.608373679368173
90741,5.587026819951087
90742,9.567361210809095
90743,12.55405018599225
90744,7.242711414796465
90745,8.259347239074518
90746,8.09884079343347
90747,4.260425372643172
90748,14.438807020703196
90749,9.526225233729232
90750,4.183643586495414
90751,7.19171166678934
90752,8.255011983333988
90753,8.326198428678694
90754,9.475446117161109
90755,8.944060543295945
90756,8.987408140775548
90757,11.658180144592405
90758,9.076657709024706
90759,7.447091411945503
90760,7.653648261930774
90761,9.919328851718067
90762,9.464518819008328
90763,9.213732002472103
90764,13.185090664113373
90765,10.935155364079339
90766,7.44216428226553
