id,Rings
90615,9.709513559010988
90616,9.783505187972732
90617,10.065604218417587
90618,9.823610545366352
90619,7.8878148701034405
90620,9.41242237598949
90621,10.731089744848516
90622,6.823124320570892
90623,8.338535980502298
90624,10.872563378390694
90625,11.203697064650555
90626,6.688912759051906
90627,9.510797596331942
90628,11.39199815853119
90629,7.72399234413209
90630,7.710127333618241
90631,11.395500674927147
90632,6.2376508587210315
90633,10.000317347836491
90634,9.875775757452999
90635,6.599332892598619
90636,7.466834666632534
90637,9.850697154098714
90638,9.279535437506807
90639,9.957825600090136
90640,10.151045723174636
90641,8.4554406680096
90642,10.1683406903129
90643,6.155720060958704
90644,10.653155795466516
90645,10.276433942675023
90646,9.324432931722862
90647,11.435176693169426
90648,11.64959843625778
90649,11.775026513864987
90650,10.057902532791855
90651,9.413439625976299
90652,8.709945808374776
90653,11.431823483867207
90654,6.708505311003168
90655,8.473554217196916
90656,9.982531712504551
90657,8.401991287639985
90658,7.26990712161721
90659,9.748912906482623
90660,7.591634867189513
90661,8.645476938120014
90662,7.625639454471702
90663,9.573960016480648
90664,8.08917292901856
90665,11.225873451857526
90666,9.4776734287513
90667,6.2177425934349495
90668,10.13360516032597
90669,9.189083977954773
90670,9.252476229526645
90671,10.031861025356637
90672,9.316458434034493
90673,11.45863933234299
90674,7.738569861930397
90675,5.896958588506623
90676,10.946867542298266
90677,10.757629639567389
90678,5.311918436217162
90679,9.418591348148423
90680,9.453495550658557
90681,9.779307475207334
90682,13.184946306977412
90683,10.19398287571074
90684,10.589971318829654
90685,10.402455560815685
90686,7.388457301978342
90687,10.249296593359537
90688,8.988993632863915
90689,10.210551588456598
90690,14.03341591233895
90691,8.235622782449479
90692,10.454531191319136
90693,10.727077134664459
90694,9.502195463800899
90695,9.148514808742084
90696,9.904477759177047
90697,7.763582855819045
90698,9.931469005479588
90699,5.7333377313600895
90700,10.294148591230988
90701,10.182965524094516
90702,9.993529506442377
90703,11.303817138221003
90704,5.528401226425916
90705,11.088641018119164
90706,10.593180148600856
90707,6.632752479708779
90708,8.743162513280353
90709,9.451508904921052
90710,9.893468777672416
90711,9.622304254691246
90712,9.321383374640957
90713,12.445123892041464
90714,7.591644564080728
90715,8.894163624847954
90716,7.6686128913904525
90717,9.527976423613119
90718,5.016321997681957
90719,6.006998500326979
90720,10.279134230140576
90721,9.199412603651353
90722,9.260269967386764
90723,8.157611179716325
90724,9.868250769389979
90725,6.979427245852774
90726,7.907167551393428
90727,8.797523289022308
90728,10.131910197691221
90729,9.963559730671141
90730,9.945992539841914
90731,6.191626635418623
90732,8.312249834498303
90733,10.774875172029178
90734,9.52008699859937
90735,8.295285500922871
90736,8.064943529991835
90737,6.245334340881283
90738,7.478538817593433
90739,12.91355531499993
90740,10.376941069271863
90741,6.075303615987138
90742,9.634430452691973
90743,11.391069052297368
90744,7.588761781852753
90745,8.025982931799142
90746,8.372929131568421
90747,4.9719277477247985
90748,12.098429549836203
90749,9.623680776937066
90750,5.019757285660735
90751,7.562121516259874
90752,8.656953740863006
90753,8.357316116992413
90754,9.404889255648275
90755,9.12101854559103
90756,9.28777842750147
90757,10.787625046456464
90758,9.238698779350534
90759,7.8410531321121235
90760,7.840940611187019
90761,9.862635509347436
90762,9.606826947213394
90763,9.377804887197259
90764,11.682526865883462
90765,10.466928154243984
90766,7.822220020672494
90767,12.198484841538006
90768,11.786592922614052
90769,6.68444713076896
